Confession,Labels
"['I admit it\n', ""I am totally and completely in love with Jason. I long to see those eyes and that smile of his one more time. Breaks my heart that I don't get to see you everyday. February 17, 2005. I miss you.""]",0
"['Wish You Were Mine\n', '\n', ""I think about you every day. I love your sand-blonde hair, your blue eyes, your personality, your humor, your taste in music... you're simply perfect in every way possible. I'm madly in love with you. I wait for hours so I can talk to you online. I anxiously await your arrival at my door when you walk home from track. And when you leave, I love driving you home just so we can talk alone and together - even if it's only 3 blocks from my house. I think about you at work, at school, and every night before I fall asleep. I even dreamed that we made out... it was wonderful. It felt so real, and I wish it could have lasted a lifetime. I wish I could be with you, protect you, and keep you forever. But the problem is that I'm 4 years older than you. It kills me that I have to wait to even tell you how much I love you. The fact that I'm 19 and you're 15 is just... unreal to me. I don't feel 19, I don't look 19... I'm always told this. So why can't it be? If you happen upon someone else, I don't know what I'd do. What if someone asks you to prom, and you accept? What if it goes further than that, and I can't do anything to protect you from that person, because in my heart I know that the I am the only person who feels like I can truly keep you safe. I know you feel something towards me as well, because every time we're together I sense that extremity in our friendship - that certain aroma of love. Perhaps one day we will be together. Jaclyn, I love you and I wish you were mine.""]",1
"['Eragon\n', '\n', ""I started playing Eragon on xbox 360 today at like 7:00 am and waited for some people to come to my house. It was at like 5:30 pm when I finished the game and realized I had all of the achievements. I don't know why I played through so much of the game, I didn't even care about the achievements after like 10 minutes, but some strong outside force compelled me to sit through one lousy level and generic story cutscene after another. I felt violated and immediatly took a shower when it was over, but it didn't help in the long run because it's still on my gamercard.""]",1
"['i never thought\n', '\n', 'i never thought i would become a physco girlfriend... always thought that i would be calm and understanding..but i proved myself wrong when i blow up at my boyfriend for things out of his control.. is it love? or is it paranoia?']",1
"['Gave up on God\n', '\n', ""I've been going through a crazy ordeal in my life where, at one time I was minding my own business. Then I got into the trucking industry. As a woman, I was the target of these men harrassing me, constantly and stalking me. Spreading lies about me, ruining my reputation. I've always been a Christian, trying to do the right thing, trying to live my life right. And all of a sudden. I felt God abandoned me to these hateful men and others who are being men and evil toward me. My friends, who I found out were never really my friends turned against me. How can people you've known most of your life, suddenly listen to gossip about you and turn on you. The elders in the congregation never offered help and knew about the situation, but they never was there to help me anyway. I was so down spiritually at different times in my life. Not coming to the meetings, did I ever get a phone call of encouragement. No one ever cared and no one does now. So I see God has never been there for me and he's abandoned me now. Why should I give allegence to someone who does not protect me from what I'm going through, but these evil people keep living their lives and thriving and all I get is people going out of their way to be hurtful to me. I do have a feeling of trying to pick up the Bible, but what's the use, he doesn't hear me, he's abondoned me and he's left me on my own. I'm all alone and I've never been totally alone. Everyone has abandoned me and they think I'm a joke and it's so funny to see me alone. I'll get my own vengence one day, screw everyone and God too.""]",0
"['I hate myself\n', '\n', ""I hate myself. I honestly can't bring myself to hate anyone else, not even my abuser. When there's a character in a book or TV show that's MEANT to be irritating or stupid, it takes me a good 5-10 minutes to appreciate that because I'm so set on trying to be accepting of everyone else. When it comes to me, it's a totally different story. I think I am the most disgusting, foul creature on the planet and I honestly believe I deserved all the horrible things that've happened in my life. I don't know whether it's because the guy who tried to hurt me made me think that or it's just inherent knowledge but it's got to the point where I just don't care any more. All I want is to vanish and give the people who wasted their time trying to fix me their lives back.""]",0
"['i enjoy,\n', '\n', 'sending fake photos to people and making up lives to go with them']",1
"[""I can't drive because no one wants to teach me, except my Dad who lives 50 miles away from me and did a very poor job teaching me last time I went over there. My brother drives a stick which I refuse to learn due to, once again, fear of breaking the car by clutching wrong. Since I know that it kills the transmission if you grind. And I fear that me not being able to drive has been really getting in the way of things... Especially trying to get a job.""]",1
"['Job\n', '\n', ""She made sure my contract wasn't renewed. Everyone on staff loved me though. I did such a great job! She always hated me and made sure I got the chop. I think about waiting for her after work and beating her up. She makes like 90 thou a year, right now I'm stuck looking for another job. I hate how this world is so unfair.""]",0
"['Why\n', '\n', ""I had know him for about a year when we started dating. We were really good friends, and all of a sudden, when he was gone, I missed him, like, extremely, and everytime I would think of him, I'd get the cliche love feelings. Well, we started dating, and it only lasted for nine days because he said he was confused. I felt more love for him, than I did my previous fiance..""]",1
"['I fell in love with someone from Alabama\n', '\n', ""This summer I fell in love. I was still with my boyfriend. I didn't want anything to happen between us because I was still with my boyfriend. So that's a lie. I was terrified he didn't like me. I knew he loved me as a friend, but did he want me as more than a friend? Since I got back I have been getting drunk and making huge mistakes. I broke up with my boyfriend and promptly made even more mistakes. We just got back together. I want the one boy I can't have. Now he lives to far away. Why didn't I just go for it when I had the chance?""]",0
"['Never going to happen.\n', '\n', ""My brother has this friend which I found very attractive from the first time we met which was like 5 years ago? I was always really geeky and dorky around him but I didn't know better. Two years ago, my brother went to work abroad and invited me to visit him in the foreign country he was in. I went and his friend happened to have gone to visit him there, too. The whole time I was geeky and dorky and slowly and subtly starting to feel things for him. The time we spent together started meaning more and more. There was almost this romantic tension when we were alone but nobody would do anything. I think my brother saw a bit of the tension so he tried to be present whenever he could. Now this hot friend has a girlfriend who he's gone traveling a few times with and I'm pretty sure they're going to end up together for another while. Breaks my heart a little bit but because I fell for him in such a subtle way, my mind prepared to discover that he had a good girlfriend. If only I could phone him and it not be weird...""]",1
"['Season\n', '\n', ""I feel like someone's ripped my heart from my chest. Hey, you still there? I just needed to say. Give you a heads up.At this point, that feeling of doom, that feeling of please don't say what I think your gonna say, centred in my chest, I stop breathing, for an eternity, waiting for you to tell me forever. I wait. I might be going away for a while. Okay now what do I do Can I be your friend? Can I see you again? Knowing in my heart all the time, You want my help, You want my advice, You want me because I am stranger, Because I'm objective, I am objective. I don't exist. Thing is, I am real. My whole world has been filled with rose and joy since I've met you, I cant sleep, I can't eat, I hang on your every word, you make me smile, you make me laugh, I want to make you better when your sad, you've made me come alive, you've reminded me i'm not cold, I'm not frozen up. You came to me and now your going. But I wont let fear take me, And I wont make the same mistakes again, You make me happy, Even if its just for today, Cause in the end, that's all we have. now. So now, I'm going to be fearless. Because I know you'll pass like the seasons. Better to regret what I did, rather than what I never tried.""]",0
"['love my husbands brother\n', '\n', ""I'm married and have a wonderful family but the truth is that I am in love with my husband's brother. I know it's wrong but scary part is that he said he loves me too........I cant be in love with both of them??""]",1
"['James Bond, Fireman\n', '\n', 'When I was a child - maybe I was about 9 or 10 years old, there was a fire round the back of my mates house. We were cheeky little kids, but we were a little bit in awe of real firemen, so we went up to them and asked for their autographs. When we handed the scrap of paper to the third fireman, I noticed a smirk on his face, so I examined the signatures. Apparently the fire had been put out by Mickey Mouse, James Bond and some other fictional character I no longer recall. At first I was a bit upset about being duped. I felt like getting my own back on them. But then I realised, I already had. After all, it was us that started the fire.']",1
"['Never shall be...\n', '\n', 'I am engaged to this wonderful man and have been so for a year, but I really like his friend. I know that this is not right and I am not sure if I just like this guy because he is new and different or something more. Nothing will ever happen though because, well it just will not. But I cannot get this other guy out of me head. I keep thinking about him and I just want to be around him. I know though that I should not want these things because I could never hurt my fiance. I suppose I just want to get to know this other guy better...']",1
"['cans do fly\n', '\n', ""Tonight I got really pissed at my best friend for raggin on my kid. She always feels the need to correct my kids. To make them feel two inches tall. And if she doesn't get her way. Watch out. Every few years we really fight bad because she is very manipulative and tries to control everyone's lives. She got mad I got mad she was walking toward my kid and I threw my soda can at her. it hit her on the head square. she said she was gonna pass out, She started yelling and screaming then came over and punched me in the face hard. her husband got mad and started screaming about the neighbors. she went to the hospital to have her head checked out. i remained calm enough not to punch her lights out when she hit me back. sometimes i can't believe the stuff that she does. i think that she is stealing from people and she lies a lot. more then is normal. she always has to be right. she will do anything to cover her butt. i get so mad at her bad behavior. Now i am screwed. she will probably press charges if she's injured. She likes to fake injuries to get money too. What a glorious day this has turned out to be. My kids are freaked out. her kids are freaked out and we both have injuries. Points go to letting some stupid getting the best of you. Can I rewind please.""]",0
"['lost it\n', '\n', ""I am spun out on Ritalin. It helped me study at first but now it makes my heart feel all messed up. I can't stop taking it without staying in bed all day. Trying to learn advanced mathematics on legal speed has made me lose my mind. I'm broke. I have a great idea but I can't summon the will power to carry it out. I am so confused about everything. I have nothing to show for the last six years. What happened to me?""]",1
"['wrecked\n', '\n', 'I drove drunk and wrecked my car.']",0
"['ungrateful\n', '\n', ""He's everything any girl would dream of in a boyfriend. He's funny, sweet, and constantly goes out of his way to see me and make me happy. If I had to formulate what my perfect boyfriend would be, it would be him. However, for some reason I just don't want to be with him anymore but I feel too guilty to break things off because I have no valid reason.""]",1
"[""Here I go, telling everyone that I desire you and need to be closer to you. You are a wonderful person who has allowed me to realize the important things in life. I appreciate and thank you dearly. I am here and always will be. All you have to do is e-mail me, and you know I'll answer you. This is your invitation, and it'll be open whenever you're ready to do the rest. You've showed me true love, something no one has ever done before. Thanks.""]",1
"[""You have always been there for me through our ups and downs; you've listened to my problems and, most of all, you've put up with me and all the crazy things I do. I love being with you and acting like fools, and I just love everything about you.""]",1
"[""I wake up every morning thinking of you and then I roll over and see your smiling face. I know we can disagree, and I can make you mad, but you still love me with everything you have. I was scared to love you at first, in fear that you would hurt me, but I did anyway, and it's the best choice I ever made. Now, the only fear I have is waking up and rolling over and finding out you were only a dream. If this is a dream world, Baby, then don't wake me up because you're the one and only for me. I love you with everything I have and would give you the very clothes off my back. I love you with all my heart.""]",1
"['My heart is hungry for your love, but my mind is aware of what it cannot have. I know we belong to different worlds, so then why did you come and change everything in my life? I thought I didn\'t want to love again. I thought I wouldn\'t be able to because my heart has been hurt so much. To even say, ""I do""--it\'s a scary thought, but you came along, and I suddenly became fearless.']",1
"['As always, I want to start by saying, ""thank you."" I tell you a million times a day, each day, that I love you and that you mean the world to me. Although you reciprocate some of these feelings, I\'m sure you have no inkling of the strength of my love. My love for you is strong!']",1
"[""I wish I could read your beautiful mind and see if you really love me. I know I love you with all my heart, but I have no idea if you feel the same way. My heart is ready to split in two because I need you, and yet I don't know if you need me. Please, from the bottom of my heart, I confess my everlasting love to you and hope that you feel the same way. Please give me an answer.""]",1
"['One last thing before I go. I have wanted to tell you something, but have not been able to bring myself to do so, I love you!']",1
"[""Every night when I close my eyes, thoughts of you fill me with joy. Every morning when I open my eyes, you're the first thought on my mind. I am certain that I am in love with you. I want to hold you, kiss you and to feel your body near me. If you'll be mine, you'll make me the happiest woman in the world. If you turn me away, I don't know if I can take it. But either way, you'll always be the greatest love I've ever had.""]",1
"[""I love you so much, and you don't even know it. Sometimes I get scared about showing it. It feels like when you come around me, my mouth locks tight, and the words I want to say are just stifled. My lips lock up because my love is so strong, and the words that I want to say just can't be expressed. Sometimes I want to open up and tell you how I feel, but I guess I'm just too scared. I know you love me, and you have feelings hidden inside, too. It seems like it isn't any easier for you to express yourself to me, than for me to express myself to you. I love you, so please know that I always will.""]",1
"[""I love you. I know you'll find it hard to believe me if I tell you how much you mean to me. I hardly understand what I feel for you, and don't know how these long, sleepless nights, thinking only of you can go one. I've never felt like this before. I don't know how to pour out my feelings for you now. I wanted to find the perfect words to make you realize how much I need you and love you, but words continue to elude me; what could they be? Something poetic? I'm sure it should be heartfelt and out of the ordinary. I'm afraid it's no use. Every time I look at you, the words come out the same--I love you!""]",1
"[""Our road to friendship has been a little less than conventional, but it has worked for us. I know you will always be there for me. That's one of the reasons I think I may be falling in love with you.""]",1
"[""I've kept my feelings for you contained as long as I can. I am in love with you, and true, honest love should not be contained and kept quiet forever. There is so much about you that most girls don't see. They only see the physical. They see your body, but my love for you is more than skin deep. My feelings for you grow every day, and my love grows deeper with every passing minute. You mean so much to me. Just seeing your smiling face or hearing you heart-melting voice brightens up my worst days and makes them more than just bearable. Just having a hug from you makes me feel warm and cozy inside. I dream of you day in and day out; you're the only one on my mind now. I am in love with you and have been in love with you since I can't remember when!""]",1
"[""You're my inspiration each and every day. You are what keeps me going when I just want to give up. You are my reason for living. I love the way that you love me. I love every kiss and every touch. I wouldn't know where to turn if I didn't have you. You are this girl's dream come true.""]",1
"[""When I was a little girl, I dreamed of that one person with whom I would share my dreams, happiness, and life. I could not see his face, but he was there. I always felt he was out there. I just needed to find him. I visualized the bond we would have and the courage he would give me to get through life's obstacles. All these years that I have been with others, feeling my way through life, learning lessons that later on would prepare me to become the person I am now. I've been sad and alone. Then one day I saw clearly that he was finally here. Here in my world was the man that I had dreamed of and had hoped I would not miss meeting in life--that man is you.""]",1
"[""I really enjoyed the special moments I spent with you at the library. You struck me as being mild-mannered and sophisticated. In fact, your elevated words added some seasoning to my life. Sitting by your side that day, I was totally captivated by your charm and good looks. If you noticed, I was not wholeheartedly doing the assignment given to me. You were my total preoccupation, believe me. I wondered why I should ever get carried away by somebody I hadn't met before. Are there any particular things that I was hungry for that I found in you? I don't know. I just quickly realized how exquisitely beautiful and unique you are. Your long, wavy hair, tied back with a ribbon, really intoxicated me.""]",1
"['You are the only one who can make me happy with your love and affection. Since I met you, I have noticed that life is worth living. I live mine just for you. You have stolen my heart from me. Alone I am lost. Please, do not let the distance between us become larger. Each day is more wonderful than the previous one, if I spend it with you. The closer you get to me, it seems the more I love you. A heart truly in love never loses hope but always believes in the promise of love, no matter how long the time and how far the distance. There are so many ways I want to tell you that I really love you. My feelings for you are true and pure, like your kind heart. I have tried many times to confess this to you, but you always turn a deaf ear to what I say. Remember one thing--I love you and will always love you.']",1
"[""You are that person, and I have fallen in love with you. To be honest, I never thought I would ever utter those words, but now they come forth effortlessly and with great sincerity. I'll be forever grateful to you for showing me just how shallow my life was. At last, I have a chance now to give it depth and purpose.""]",1
"['I just hope you read this letter. You know I\'ve tried every other way to tell you how I feel about you except using the phrase, ""I love you."" I\'m doing this to avoid you being embarrassed. I can say I\'m not 100% sure you feel the same way as I do now. Maybe the distance between us now is making things more difficult. I do believe, my love, that if by coincidence you read this mail, you know I am saying this to you: I love you and always will. I can\'t help but tell you this.']",1
"['I have spent my life waiting--not living, not loving, just waiting for the one that would inspire me to be all I can be, to live up to all my possibilities, to reach every goal, to know that I may fail sometime, but I will never be alone. You brought to my cold, empty heart a passion only you could bring. Your words of acceptance and love have soothed the aching in my empty heart, and now I am at peace with myself and the world around me. I knew that one day when I found you, my waiting would be over. I love you with every ounce of my being. Yours is the first name I call out in the morning, and the last one I whisper at night.']",1
"[""Every time I see you, I think I'm out of control. I do not know why I am feeling this way, but it's like nothing I've ever experienced before. I'd like to touch your face to see if it's real.""]",1
"['We have been together for nearly nine months now, and I still love you and even more so now. You have become a part of me that I will always cherish. I love you with all my heart, forever and always. You have brought me so much happiness.']",1
"[""I'm so in love. I get this warm feeling every time I think of you. When I sleep at night, all I dream about is you. I wish I could wrap my arms around you and kiss your sweet lips. I wish I could feel the warmth of you near me. I ask you to let me be the one you love; let me be the one you need.""]",1
"[""We met at work and, in the beginning, you were just someone I worked with. Months passed and all of a sudden my attitude towards you changed and I started to think about you all the time. Our circumstances inhibit us from being together now, but I can't stop obsessing over you. I've never felt like this before, and I don't know what to do. I guess this is a letter recognizing my deep love for you, but at the same I wonder how it can be. I love you with all my heart, and today I have the courage to tell you.""]",1
"[""I was sent down to earth on a mission, a mission to find someone that would complete me. I never thought that my task would be fulfilled till the very moment that I met you. That's when I finally found the perfection that I had been seeking all my life. At that very moment, I didn't believe my eyes as the girl that I had thought only existed in a fairytale was now standing in front of me. Each night, as I stood staring at the moon, I saw your gentle smile, the smile that gave me the strength to make the impossible possible.""]",1
"[""Hey! I've noticed that you've been flirting with me lately. At least it seems that way. You make it obvious that you really like me. I know I really like you. I want to know if you like me as much as I do you. If you do, please tell me so. I wish that you would be mine and that I could be yours. If you think this is love, please tell me. I want you to be mine.""]",1
"[""Every time I'm around you, you make my heart melt. My heart beats faster than a hummingbird's wings. I love you more than anything I know. You've got the most endearing smile in the world! I love you so much!""]",1
"['I just had to let you know that these last two days without talking to you have given me time to think about how I really feel about you. I have decided that I am definitely, hopelessly, in love with you. What made me realize this is not because I think about you all the time, although I do. It was how I think about you. Not only do I think about how much I love you, but why, how much, and mostly if I deserve you to love me.']",1
"['It feels so lucky to finally be able to love you like I have been wanting to for so long. Your sweet lips leave me speechless with each tender kiss. What have I done to deserve this? And that is another thing I was thinking. It is a little too strange, I think, that we are so right for each other. Some might want to argue about it, but I have a few examples to offer those poor, misguided souls. Your smile is like a world-famous painting. When we kiss, it is like two lost puzzle pieces finally found after a long search that make the picture complete. When we hold each other, time seems to stand still. When I look into your eyes, I see the love in your heart. All of this tells me one thing--our love is true and real.']",1
"[""We can never be--why? Because we are just friends, really good friends, and you don't want to ruin that, but then you kissed me!""]",1
"[""Wow, I don't even know where to start. I don't know if you even think about me but you make my heart pound so fast that it's hard to catch my breath. When I think of us getting together, I get goose bumps all over. You're all I think about now. I've never had a love like this before or felt this way. I want to keep you forever.""]",1
"[""My heart has found its way to you with all my love. I want you and no one else because you mean everything to me. I think we should try and make this work. I hope you know you're the one and only one that I want. You're the perfect friend, and I hope we can and will grow to be more. I could never ask for better than what we already have. I hope you're feeling the same way because my heart is set on you and only you, Baby.""]",1
"['I will love you as long as the sun keeps shining, the stars keep brightening the sky, the winds keep blowing, the snow keeps falling, and the flowers keep smiling. I humbly ask that you be mine.']",1
"['The world has many beauties: some are lilies, jasmines, irises, roses; some were just simple, plain flowers; none of them attracts me. It was your innocent smile, your sparkling eyes. It was like lightening had struck me, it was like an angel had appeared to me. It was you and your love that made me what I am today.']",1
"['When I talk to you, it makes my heart beat faster, and I feel sweet feelings, unexplainable, not understandable. I feel your presence everywhere near me, your laugh echoes in my ears, your talks remind me that you really exist, and I want you as much as the roses would need their perfume, like wind needs its song, like snow needs its whiteness, like a little child wants ice cream. I did not plan to love you, it just happened.']",1
"[""I believe you will understand me. I want to keep you as a flower I'm charged with looking after. Being with you is like being in paradise. I will take this responsibility seriously, if you are mine and mine alone.""]",1
"['It has not been long since we met, but everything has changed in my life. I experience more excitement and feel like the happiest man on the earth. I also think about you all the time. It is not just at bedtime, or upon waking up, but at my work, when I drive, and at all times. Sometimes I sit and, without any reason, call your name out loud, until I realize that you are far away, and then I just smile at the sweet thought of you.']",1
"[""Every morning I wake up smiling, just because you're beside me. I listen to your breathing and feel the warmth and comfort of just knowing that you're there. My favorite part of the day is when you roll over and hold me. That feeling remains with me all through the day and lasts until the following morning when we do it all over again. I never want that feeling to end. So I write this to you to let you know of my strong love for you.""]",1
"['Since the day I first met you, you captivated me! The first time that our lips touched, you touched my soul. You have given me more than I could ever imagine receiving from one person. I cherish the love that we share together and, most of all, I cherish you! You are my inspiration and my determination. I love you with all my heart!']",1
"['How I wish words could express the thoughts that I have about you. If I should say, ""I love you,"" then the greater percent of my feelings would still be unexpressed. But of course, I must say something. My heart longs for you, and I must tell you that. I long to see your face and to hear your voice. Just thinking of you helps make my day a better one.']",1
"[""When we first met, I'll never forget how you walked over to me and just started talking and you made me feel comfortable. It started out with a great friendship that has lasted almost two years now. In that time, we've had a lot of good talks and good times together.""]",1
"['Since I met you, I felt I was living in a new and wonderful world--one full of love. The sun became brighter, the grass greener, and everything I do became more meaningful. You should remember that I will cherish you always. Such love, like everything worthwhile, deserves to be given attention and care in order for it to continue to grow. I hope you agree with me.']",1
"['You are my ""knight in shinning armor."" I wouldn\'t be where I am today, if it weren\'t for you reaching out and helping me. I will never forget you or the things you have done for me. You are the ""best"" in my eyes and in my heart. I love every moment we\'ve spent and the small talks we\'ve shared. I do hope that one day our friendship will grow into love. No matter whatever becomes of ""us,"" I will always hold you in my heart.']",1
"['After these months of knowing you, I knew that I loved you, and that I always wanted to be with you. I had wished so hard that one day I would have a chance to be with you. Finally, I got up the nerve to tell you how I felt about you. Now I can talk to you and tell you anything because I trust you.']",1
"[""I love you so much, and my wish finally came true last Saturday, when you first said that you loved me. My heart lifted because it felt so good inside to finally hear the words I had been longing to hear. We had been friends longer than we had been boyfriend and girlfriend. I'm so in love with you now. I promise you this: I will never lie or do anything to hurt you. You make me feel good inside and so happy, too. It's amazing being with you because you're such an amazing person. I don't know what the future holds--that's something only heaven knows. I just know that love you, and I know that I always will.""]",1
"['You are the reason for my smiles. You are the reason for my tears and the reason for my fears. You, my love, are the reason I wake up each day and go to sleep each night. You are my life. You, my love, are the only reason for my happiness. I love you; I want you; I need you! Life would be incomplete without you. You have given me your love, and I now give you my heart. It is yours to do with as you may, Remember, my love, I am always yours!']",1
"['My beautiful love, you are my sunrise and sunset. You are my world and you have been since the first time I saw you from afar. My heart leaped in my chest and the vision of you made me catch my breath. Your hair was lightly blowing in the breeze, and the sun was bouncing off your face, making your eyes sparkle like stars in the midnight sky. I felt love the first time I looked at you, and my world became a beautiful place to live in. I often ask myself, what in the world would I do without you now? I hope to never find out the answer to that question.']",1
"['I am still on my knees begging for love, not to a stranger, but to the love I know--you. I\'ve been in love and know its mystery. Each night and day I hope and pray that you\'ll be mine forever more. After what you\'ve been through, it\'ll be hard for you to trust again--giving your heart and soul to another\'s keeping, but know it\'s me that\'s on my knees, swallowing my pride, begging you, please--once again, I say, ""please,"" be mine.']",1
"[""I'm writing to let you know how I feel about you. I don't know how to tell you face to face, so I am going to put my feelings into words now. Since the day I met you, I haven't been the same. My feelings just can't be tamed. I am starting to care for you in a different way. I think of you every day! I love everything about you! Your smile, your eyes, your hair, your body--I hope you are getting the point. I can't get you off my mind. You have me feeling foolish. I know you may not feel the same, but my feelings just keep growing for you each and every day. Well, what I am trying to tell you is that I am falling in love with you--yes, this is true! But I'll understand it if you don't feel the same. I just have to let you know how I really feel. This is no whim; my feelings are real and genuine.""]",1
"[""I know we haven't gotten to know each other for very long, and there is a bit of an age difference between us, but I do really care about you. You are a very special guy. There is so much about you that I know most girls don't see. They are all looking at you just for your body. But, Honey, I am telling you, that is not what I am doing. There is so much more to you than that. I have liked you for a very long time now, but just never had the courage to say it to you. Well, that has all changed now, and I am going to say it. I really care a lot about you, and I would like to be a lot more than just friends. You mean so much to me. I mean, just that special smile when I'm having a bad day just brightens the day and makes it bearable. Or just to have you give me a hug comforts me. Just to see your smiling face brightens the darkest day. So, what do you say, would you like to give it a go?""]",1
"['I love your eyes, your smile, your hair, your body, and your voice--it drives me off the wall! When I hear your voice, my heart skips a beat. I am crazy about you.']",1
"['That night our paths crossed was as if a magnetic force joined us together. It seemed as if I forgot to wake up that morning and face true reality. As our eyes connected, it seemed too fresh and real to be a dream. The fire, the strength, the longing to be loved--words were not needed as the world closed in and our eyes connected our two souls together.']",1
['Thank you for all that you have given me and still continue to give me.'],1
"['Soul mates do exist, and now I have learned there is beauty behind all imperfections. It took us both years of hurt and pain, and it has paid off for both of us. It\'s true when they say, ""God makes you meet a few wrong people before you meet the right one.""']",1
"['You are a splendid jewel. Never would I let a soul take you away or bring any harm to you. The day I looked into the blue of your eyes, I knew no force could ruin the joining of our hearts.']",1
"['We completed one another. You thought that no woman good enough for you existed, and then you met me. How I longed for you to know that my feelings were mutual, and that I had never met a man that could read through me and explore my inner core. Please keep in mind that I will not take your heart that I hold for granted.']",1
"['I remember when we first spoke, it was as if we had known each other for years. Our conversations went smoothly like changing seasons. I could not have asked the Lord for anything more assuring or hypnotizing than the soothing tone of your voice. You made my days sunny.']",1
"['I remember the day we met. You stole my heart and made it skip a beat. You have been the highlight of my life ever since then. When I sleep, I dream of you. When I work, we work together. When your heart beats, mine beats with yours.']",1
"[""You once told me that I was a fool for falling for a girl like you! Well, if you feel that way, I accept it. I may be a fool, but the fact remains that I have fallen for you and I can't change that now! I want you to know that I would much rather have you in my life and take a chance on losing you than not taking that chance at all and wondering then, what it would have been like between us! What I'm trying to ask you is--would you take a chance with me? Tanya, will you be my love?\n"", '\n', 'I love you.']",1
"[""Every time I think about you, it gives me more strength to carry on my life. It makes me happy to be alive, knowing that you've come into my life. All I know is that I want to be with you! And I hope that you, too, want always to be with me.""]",1
"[""It has been a long time since we first met. I can't believe how long I've loved you, and how long I have contained my love.""]",1
"[""Thanks for the smile you gave me. I really melted inside. I could say nothing, but just stared at your natural beauty. I wish we could go out together some day, and that we could have our nights by the beach. I would pour my feelings out to you then. Thank you for the feelings you awaken. No matter what happens, you are in my heart. I hope I'll be able to hold you in my arms and tell you that I love you. That's all I need from you. I love you--that's my promise.""]",1
"[""I loved the way you looked at me the other day. My mouth felt numb, and I stuttered and I couldn't talk. I wished I had the courage to, though, because you're the most beautiful angel I've ever seen. I have been waiting years for you now. I hope I'll be able to talk to you soon. I just don't have the courage to yet.""]",1
"['The look of your eyes and that smile that you gave me melted my heart away. Those smooth cheeks--oh, I wished I could have kissed you right away. As soon as I saw your face, my knees weakened, my heart throbbed, hoping I could get nearer to you.']",1
"[""We have been friends for a long time now. Every day spent with you is like a wonderland of surprises. I've stood back, watched and listened as you told me of your past loves. If you only knew that there is a true love waiting for you--patiently. A hug from you makes me feel brand new. But these are words I'll never say, and so I will just sit back, patiently waiting; loving you in silence.""]",1
"[""It might be all the things I see on the surface, the things that everyone notices and admires about your qualities, talents, and wonderful smile so obviously connected to a warm and loving heart. These things set you apart from everyone else. And it might also be the little things--the way you walk, the way you talk, and every action. It gives me joy just to see a smile in your eyes. If I ever figure out the magic that makes you so special, I'd probably find out that it's a combination of all these things. You are a rare person. I find you really amazing!""]",1
"[""You are like a dream I never thought would come true for me. When I just hear your voice, I start to smile with joy. My eyes shine with joy if I even believe you are thinking about me. When you sing the song you wrote for me, it makes me feel as if we were meant to be together. You are so special. I pray we will finally know if we are meant to be with one another. I haven't even talked to anyone like you before. You make me feel special like no one has before. The things you do show me that you are such a caring person and will love me till the end of time. I just want to be loved and have someone love me in return, the way I've always wanted. I want to find my best friend, my soul mate, my lover, and my Prince Charming. I feel as if you may just be the one I am looking for and have been searching for all my life. These are the kind of feelings I have for you now.""]",1
"[""I have been through many relationships, but didn't really take any of them seriously. I was used and abused by a guy who I really loved once. So I decided to play guys the same way that guys had played me. I wasn't born nasty; a guy made me this way. Since then I have not taken chances with a guy again. But you happened; you came into my life and stole my heart away from the day I met you.""]",1
"[""Hey, Baby, I know we haven't been dating very long, but I want you to know that I love you from the bottom of my heart. From the moment I first met you, I knew that I wanted you in my life, whether as just a friend or something more. Baby, I prayed for a long time to find someone like you--someone willing to fight alongside me, someone to make me smile and someone who would truly love me. You're in my thoughts, my dreams, and every breath I take.""]",1
"[""I know that this is true love. I feel like I can tell you anything. You know things about me that even my best friend doesn't know now. You're always there to pick me up when I fall and to dry my tears. Thank you, Baby. I love you.""]",1
"['I have so much inside my heart that it speeds my breathing sometimes. I know we just met, but these feelings I have for you keep glowing and growing every day. Now that I have met you, I go to sleep thinking about you, and the next morning I wake up smiling because I may see you.']",1
"[""It's amazing how you got me and won me. I never thought I could love this much, but I was so wrong. I just thank God for having found you. We were meant for each other, and no one can change that. I love you with ALL my heart.""]",1
"[""You are the best friend I have ever had, but last night when I was trying to go to sleep, I kept thinking about all the other boys. But then I thought about you, and I couldn't stop thinking about you! I thought about all the good times we've had together, and I thought about that day we went mudding on the four wheelers, and I realized that it's not the other people I want to be with, it's you. I love you and I want to be with you, forever and a day.""]",1
"[""My love for you grows each and every day. I am totally addicted to you, and you are the only drug that keeps me functioning now. When I look into your eyes, I see the real me, a person that lives for a goal and a purpose now. I pray fervently each day that you and I can be in a relationship that will grow to be more than friends some day. For now, I've written this letter to declare my love for you and to tell you that I am here waiting for you now.""]",1
"[""I feel warm all over, and my heart skips a beat whether we're on the phone or just in the same room. Sweetheart, just looking into your eyes makes me remember the first day we met.""]",1
"['Not one day has gone by without my thinking of you. And when I do think of you, the biggest smile comes across my face.']",1
"[""At first I was confused. I didn't really know what I wanted. I didn't know if I wanted to take a chance again and actually take you seriously. So, I decided to come close to you as a friend and find out who you truly were first and what you were really like. You seemed cool, nice, and funny--some things I really liked in a guy. So I took a chance and got together with you.""]",1
